epoch,train_loss,val_loss
1,0.4873968457395263,0.6633995284265995
2,0.08282193557802744,0.135442914045286
3,0.12427585588304567,0.3530249664420059
4,0.028087371311210228,0.15752378956009624
5,0.07827600225695625,0.22436166568771906
6,0.22019272046280913,7.659553527155622
7,0.6552937656982387,0.6408104034921815
8,0.12144155545450772,0.5646736866739891
9,0.05536355370075738,0.42393598693879925
10,0.12541129523959332,0.4910969460378418
11,0.031619635909491954,2.459574824450637
12,0.07376196887340984,0.9813959076972181
13,0.029507224084626877,0.5625601980870595
14,0.07918092100729916,1.2258428884354657
15,0.3909828186992259,0.6416531955614476
16,0.7879835174124633,1.6481460832780408
17,0.31156424707299013,1.0655851842272785
18,0.20024012930976487,1.0707315219738271
19,0.048323515801880775,0.8746105411271337
20,0.02040744292691017,0.9152844706161005
21,0.02411996662649032,0.8855601305228147
22,0.03179061273436589,0.9149256283356709
23,0.015780847876419275,0.7847807823104338
24,0.01019979647937187,0.7620344638280895
25,0.01733545984022458,1.0046998934302638
