epoch,train_loss,val_loss
1,0.12645758912044247,0.060495153805541414
2,0.06370018093507836,0.06572440274119858
3,0.06415413715882652,0.06764943058593213
4,0.040132563348086195,0.08793179287371708
5,0.03738354258516778,0.06022891454419492
6,0.017763380847460843,0.0793758646501491
7,0.02003302801513009,0.12575721826982936
8,0.028812694702364677,0.09362088313190704
9,0.03717998450405097,0.15404417371263984
10,0.11619183969452228,0.6737707538324627
11,0.1182305719539802,0.04537529057274843
12,0.02473239610515817,0.058925790212139964
13,0.016387386295801578,0.08255082061153247
14,0.010264160893990069,0.05971938656969747
15,0.012551120093328599,0.16275656645091424
16,0.012567323293875565,0.20697973149159926
17,0.01134179918128121,0.12726680226777745
18,0.00748715640169063,0.2227743098378743
19,0.008902279288565846,0.08549028056607115
20,0.007438427339576633,0.15550719624032414
21,0.005798283909750676,0.2256072003780402
22,0.003818309304530757,0.19860980955138713
23,0.004405281785017176,0.3164980437617012
24,0.004921505312552669,0.2095696053716093
25,0.017191683117319424,0.08932394071927129
