epoch,train_loss,val_loss
1,0.12939978523606313,0.05908038560016481
2,0.04782113841390151,0.06679293746900282
3,0.11862624127178237,0.20109283098680597
4,0.030695429007743566,0.1066866863569181
5,0.039498181827222034,0.07703253988960744
6,0.0285003933262307,0.10511421896260051
7,0.021721994486939396,0.10669659234797783
8,0.012718061828316663,0.09546520206674447
9,0.013022964520726321,0.12095433019247857
10,0.027614008905992957,0.12584799999791751
11,0.02381282634448987,0.4265914436114291
12,0.010929168064642229,0.18749134290931446
13,0.017586920115974417,0.10218027089161391
14,0.01338011487518058,0.11676177744295509
15,0.00783489337446485,0.13146785862032434
16,0.00858011606435327,0.09071942953104986
17,0.028231826672828173,0.05099988821061093
18,0.038289382535572625,0.07776517559567207
19,0.09173253193676956,0.20667678668753076
20,0.008780475674833995,0.5100702538962373
21,0.005673780914685079,0.17596928032825693
22,0.005172305137642329,0.19597591106186302
23,0.004039857883346874,0.304141888953939
24,0.03818614523497526,0.6621625376820439
25,0.008099296286587553,0.153578946682412
