epoch,train_loss,val_loss
1,0.11200086545804804,0.06830911883979195
2,0.05974347450196058,0.07550384681004246
3,0.055726209366951454,0.07322701467801968
4,0.040965921677021434,0.1109528096182452
5,0.06541364799953547,0.06504839331867653
6,0.03617754865592715,0.0779023938909426
7,0.03647994212785606,0.06043240398045577
8,0.028267128086789182,0.11340059315437928
9,0.020790678811791596,0.08412772083265314
10,0.020245638353434674,0.07081158661317076
11,0.018608858756231972,0.1899833005375131
12,0.03215991411859987,0.06637006819800438
13,0.014043331188798573,0.13710941738290125
14,0.012649636912380463,0.08889791686813946
15,0.009136181884830064,0.12147525179159036
16,0.011708034080939338,0.06681519726833851
17,0.0082267058848527,0.10052861325959862
18,0.006692955032247873,0.09716177229421212
19,0.04475849790085794,0.08958907285682288
20,0.014158682287491413,0.18052781051095085
21,0.0052830602187865375,0.14552163533442078
22,0.00811173033256381,0.08909933831547033
23,0.009450338577770952,0.09458698622385311
24,0.006066302826009028,0.11924085444100514
25,0.004231988252132482,0.14632595812611604
