epoch,train_loss,val_loss
1,0.16967108310392695,0.23357589131281262
2,0.09848749042634876,0.19921105416611798
3,0.09772305188254138,0.18525256797851575
4,0.07952907190404156,0.19076165875547654
5,0.07879811984463787,0.2572717853941985
6,0.07615502644715107,0.23490481015722897
7,0.07700174212963744,0.20899546059269097
8,0.07352512857534207,0.2768292628912135
9,0.07078234556762208,0.23624548245964933
10,0.0636389680410743,0.2246954796813248
11,0.06854752019482611,0.24363041967679297
12,0.06422797036703584,0.18866150332577225
13,0.06565352163108235,0.2513496225977677
14,0.05249939155322307,0.2588476966634663
15,0.05030209195707763,0.21753411784753082
16,0.06108919624431628,0.16709108873000067
17,0.05108834234785966,0.19115632624297793
18,0.054472553703456744,0.18056758597395534
19,0.052356350537743575,0.19436620606199628
20,0.049398356211594927,0.21051452824688185
21,0.043237098334895925,0.20865203335415572
22,0.041391526021771444,0.2522387357687788
23,0.04333752859239505,0.17722828961127707
24,0.04895148398489345,0.19735406585518392
25,0.040627817047975405,0.2495114305826475
