epoch,train_loss,val_loss
1,0.502677254260827,0.19383848212958063
2,0.10356626425965129,0.1218988434263719
3,0.06704150160955638,0.08944850160950919
4,0.20505228339065837,0.2837255327932233
5,0.07523767770539141,0.4596313761757624
6,0.15911398396157475,5.635051445134224
7,0.2841846875660027,1.6282633115285081
8,0.2626218792302994,0.9343311092519407
9,0.2876744596228169,0.6196009909613437
10,0.06806859956189565,1.0801695349107023
11,0.0331804230216827,0.744067054756044
12,0.029159202479165203,0.6151113120089634
13,0.017357777917242252,0.4649493709926531
14,0.03333132674778862,0.6342645857300593
15,0.014089986158752869,0.4338068778179736
16,0.30860735493705305,3.500890907105382
17,0.34789452822319406,8.568377906276334
18,0.32213479713676246,1.3149762922717678
19,0.1340845647201338,1.549301960617749
20,0.193089506002281,2.539661959553329
21,0.5176003874322599,3.3179823352444555
22,0.6716894848050593,4.329057897544742
23,0.2877214919349869,1.8305553572793158
24,0.13377614763051734,1.637908608682694
25,0.057452923115191776,1.6736290074148708
