epoch,train_loss,val_loss
1,0.1477591334418817,0.1599822744066196
2,0.09742601917025225,0.21614608010878006
3,0.08091412711703827,0.25260238223258524
4,0.08171313796346345,0.28805182569269694
5,0.08192435008365938,0.1627115504665961
6,0.07530845658399535,0.17316657859802007
7,0.06989823720102345,0.17777266265493968
8,0.07083199713629293,0.1946258141993425
9,0.06378774979144089,0.1804280303279689
10,0.061002433266344455,0.1743974844707296
11,0.0618449660433718,0.1797315922956313
12,0.055932773297367816,0.16118356110077472
13,0.05389126965945417,0.1920282823562194
14,0.056478215396415815,0.1317413250611524
15,0.0522842236057555,0.1327422977830734
16,0.04242846716199193,0.1912444302889203
17,0.04436748141465201,0.12868693114714622
18,0.0689485463634141,0.1440122178793254
19,0.059966691750417314,0.17957956584793847
20,0.05403191677183067,0.13174711412660056
21,0.04407413508877743,0.1407414605360358
22,0.04328509031752632,0.2075035558640769
23,0.05044950414756852,0.14401932613926025
24,0.0377326240202158,0.14023505026923358
25,0.036322495869547514,0.16659266978568932
