epoch,train_loss,val_loss
1,0.7542986546686509,0.2412544401152644
2,0.0873353972409795,0.08885216789634773
3,0.06640706223852791,0.28050630164122387
4,0.08957356057660137,0.11237834454050484
5,0.052658556131345534,0.10854349389504228
6,0.18405536300103698,0.3560071850992659
7,0.17456989674989593,2.082225560395346
8,0.17342538715610817,0.41383970641652795
9,0.15801516412945743,0.3219769834546855
10,0.03209777965096159,0.21130117071354457
11,0.051285790623483374,0.24803402768668548
12,0.030601123154462815,0.5268033687926589
13,0.014220898247028671,0.49273525096563203
14,0.016721490437074375,0.40420371421742074
15,0.011764565002378678,0.4248188687216175
16,0.06090662690773509,0.6152362285715413
17,0.11951234808518531,0.5800046977256507
18,0.04526300788218896,0.7001388940962281
19,0.6152036064840068,1.7981866242424134
20,0.8941341507436898,0.9824166050215897
21,0.78315698275584,2.5074009245201463
22,0.6516292109110156,3.584381818459809
23,0.1795463704206285,1.582436139166472
24,0.2289250150866818,1.957706227021741
25,0.1115747839881797,13.29947313640762
