epoch,train_loss,val_loss
1,0.1742435999691856,0.19846372162142106
2,0.09370081457655785,0.20520282183743774
3,0.07702744862234051,0.25221998538378804
4,0.0777395339384444,0.16388345408749075
5,0.07405065423385664,0.21212351111312128
6,0.07988847197949393,0.1795382941340757
7,0.06662600273882185,0.2357265792201243
8,0.06621197799282257,0.20291283365992469
9,0.06611356888570599,0.20283272645751677
10,0.06471335741668201,0.23601281720273679
11,0.05960011407097971,0.21218224346164555
12,0.06115618136265,0.2487253734518984
13,0.04969242741238357,0.2207526320952081
14,0.04610463328253524,0.18476884465874924
15,0.04990892235790033,0.23815129500543397
16,0.04540461671398183,0.2552105491087141
17,0.04257669567499956,0.23086972936852684
18,0.04534004393711009,0.1849583227266257
19,0.03955187499311499,0.24488534761739203
20,0.040300039257969676,0.1950590373242214
21,0.08601115055744005,0.22381948380761088
22,0.046764384186441806,0.18012446941124396
23,0.041956191448579455,0.2741465268050125
24,0.045994210602477006,0.18781001690865284
25,0.042556813417756856,0.1935030151949069
