epoch,train_loss,val_loss
1,0.12147128340692245,0.05375164007906982
2,0.05791929659259521,0.07716376523838393
3,0.056294833935801064,0.03976004071206086
4,0.043946675582469466,0.03230673132126075
5,0.05308563073820491,0.06697143210969385
6,0.03342201109998772,0.08608411136670076
7,0.02439044612007767,0.11461247333400501
8,0.07460692036878874,0.0609316425239564
9,0.02091535418718901,0.0398057588458721
10,0.04803411817818053,0.08857797653033209
11,0.048022794693999706,0.1046802382577462
12,0.013983430641438411,0.10967794231473983
13,0.013043959024558295,0.13340775913844305
14,0.013224890565827922,0.13688696498527517
15,0.015717204550146694,0.07509358966771629
16,0.016818961051346983,0.15696642281915457
17,0.009136311075617264,0.0996512618937633
18,0.007560148932992332,0.122197430408945
19,0.0054991551184153005,0.17241570754912014
20,0.005809301056815494,0.13772220474166047
21,0.006616743733265748,0.22348159548695729
22,0.05508920723248814,0.0829684915082664
23,0.01094878464169683,0.06405450949005116
24,0.007108673065061786,0.0824140912980276
25,0.006365215428946267,0.08053794681916132
