epoch,train_loss,val_loss
1,0.11007551736032883,0.053604672399472
2,0.057124329141170015,0.05111707172604398
3,0.07766253273135695,0.057717821259669316
4,0.047839842632329745,0.04902026582989962
5,0.04772601549962582,0.06082643584397462
6,0.033319189107504456,0.036828088674507944
7,0.03468043684810525,0.138211808922936
8,0.03254358378637954,0.11975695580645886
9,0.019296023840806736,0.10057304936891166
10,0.09857172963657372,0.27956952241613414
11,0.027391679231194087,0.04000118327632095
12,0.01558438751852021,0.09398019572895654
13,0.01089770494682373,0.1136255663154477
14,0.020928154228220756,0.04274066414166467
15,0.007846966153788682,0.05235860078315572
16,0.007283246592042018,0.08870231716507752
17,0.03901898841334569,0.0465960875242364
18,0.016958817916110484,0.12000160255443458
19,0.015650978490536135,0.10848559525022446
20,0.004973889852013704,0.09302538752432248
21,0.0043753393548480604,0.13796721380319515
22,0.00440971411593259,0.1308342998520182
23,0.007539501019415842,0.26936468548721254
24,0.009893910726605509,0.1466716108794941
25,0.007075095266158501,0.15859945062223346
