epoch,train_loss,val_loss
1,0.5108581528284312,1.343151538585894
2,0.13807639045280337,0.5040201278643498
3,0.1431337129434212,0.2757385665715458
4,0.057709164492856346,0.1513707321342161
5,0.25356130460780785,0.5026529258297335
6,0.3378313346654641,0.5348413004504443
7,0.11378218445605763,0.7275582253283817
8,0.18213863660424193,0.31919016603831096
9,0.06978284539866805,0.3140756776255946
10,0.02848057655759025,0.24692688895752948
11,0.014765239841919192,0.2713995726644963
12,0.02449296486808657,0.28135040020118834
13,0.02564927539899319,0.2843426335001379
14,0.06359317237289543,0.6116237916773362
15,0.059512829563489085,0.5893769349540724
16,0.06441975773715466,0.8949486562632287
17,0.13543507974478813,0.4589420961233741
18,0.5710895125925626,2.518152521502587
19,0.6392557521802436,3.8323033187866105
20,0.7537058373476574,1.5788169599348498
21,0.16302864660949812,1.0584764948014909
22,0.051715699354843936,2.0797434312954484
23,0.054347709465416914,1.3163153303118782
24,0.02042457674174385,1.2679199563159085
25,0.042086198674313235,1.4394709607043936
