epoch,train_loss,val_loss
1,0.17321468769641948,0.25015033225739197
2,0.09909531366357133,0.23686093805477984
3,0.09342628668932136,0.1960677474496826
4,0.08133625778492756,0.20004643684989143
5,0.07358053296588915,0.16748080115329714
6,0.06907725566805702,0.1507317709939314
7,0.078325880891528,0.1911997502714756
8,0.07241396111059041,0.18027374513011665
9,0.07095651097080001,0.15308008223937283
10,0.06882336291038116,0.21894559923995047
11,0.062048195447572625,0.186322938580434
12,0.060001726364255076,0.21766252390244195
13,0.05146075734601179,0.21300625932616962
14,0.04552269312466518,0.2593492377181387
15,0.05231221848983349,0.19866879276448726
16,0.05085933590615707,0.19784754438367072
17,0.0565314827157831,0.151938067375487
18,0.044218743859774874,0.1297414957605783
19,0.04050220188700155,0.14681684502847342
20,0.03866330121185877,0.14464693738339138
21,0.038775113067774425,0.1412008754315696
22,0.035025073480426744,0.15938840879807098
23,0.03137507180737193,0.16356743197332346
24,0.033771923291958744,0.16814599874534555
25,0.0391412046362746,0.18856548682519897
