epoch,train_loss,val_loss
1,0.1507865317966327,0.18293039547279477
2,0.08982879321729718,0.20258419397437283
3,0.08582785512005126,0.3196423725551745
4,0.1327712263042215,0.18948974177211284
5,0.0770669663401921,0.21417569179433368
6,0.06777213239457366,0.17951359567157324
7,0.07057847500459315,0.1658149784085371
8,0.061687744598766435,0.1887383855270943
9,0.059334543587501384,0.22473845570235543
10,0.051183464761808024,0.22704963425302035
11,0.06559374058005316,0.21703742253181013
12,0.06284702064715757,0.21399314051133492
13,0.060254806239919904,0.19743494883427518
14,0.05465277029135965,0.15152129630798533
15,0.0519032040283792,0.16759979262227012
16,0.05394696400593196,0.20036053741932847
17,0.0597993485371713,0.18127568791650475
18,0.05786017936939174,0.1783238486799922
19,0.052650347990869,0.1271717060787318
20,0.04576640414874539,0.1394647412028374
21,0.042794461605958796,0.1722036980809794
22,0.04953714632159792,0.13897879901454754
23,0.03964570768981834,0.18346262973218766
24,0.0370718084717331,0.14864545604852478
25,0.03708493113873742,0.1583815118999243
