epoch,train_loss,val_loss
1,0.650476901409381,0.12853046468328375
2,0.09859116894463385,0.274629817915057
3,0.08294154260261613,0.1715180536108905
4,0.09276765965655298,0.11275721175173843
5,0.1022377108795763,2.8218002801276594
6,0.2976125968969677,0.3327768344071604
7,0.6423225828064935,0.758899227732473
8,0.10551784170246914,0.45876049330168006
9,0.06714881483310285,0.21165349540248482
10,0.0587352969934081,0.29977197999449007
11,0.02644354483344534,0.23716226488529266
12,0.011882371239919826,0.24423713304472502
13,0.009928556713412749,0.2250600238454393
14,0.008615221601570182,0.22763280392410384
15,0.04037105109098017,0.2600823906358867
16,0.027611028156846563,0.45713861841651515
17,0.14939974085795116,0.5628129128329221
18,0.4003924472554602,1.7420916667869013
19,0.4514829088394307,0.7387253660089036
20,0.6483477040853942,1.2334535814100696
21,0.2935950980940842,2.4749639097238636
22,0.3395930293667734,2.5918615018167803
23,0.16079291441225396,2.2980866748066915
24,0.4218131203242254,1.4461609396112363
25,0.060627084797531074,1.4103527084475196
