feature,mean_abs_shap
acc_x,0.00420025063889625
acc_y,0.0030629873080215476
acc_z,0.006075639886353202
gyr_x,0.005438311629202702
gyr_y,0.004707342452875309
gyr_z,0.003787295293332136
