feature,mean_abs_shap
acc_x,0.002812226133974036
acc_y,0.0013865564184652613
acc_z,0.00813097861271217
gyr_x,0.005045477871090043
gyr_y,0.00216423535019203
gyr_z,0.0013324414061253265
