epoch,train_loss,val_loss
1,0.12384488743206501,0.04831819781745781
2,0.05671699422946554,0.04110838578816906
3,0.10391898576818669,0.045972854789015985
4,0.04654331102324813,0.0711648017844005
5,0.030206459967551134,0.13416068771969808
6,0.023812806624530725,0.0642916592069894
7,0.02181443031408683,0.18306068057521066
8,0.050240263431792415,0.06787394883110298
9,0.019586648003729532,0.12038016969581217
10,0.012992808976415525,0.08224658410448853
11,0.020118149743933268,0.14411305712711775
12,0.025500139500627437,0.4864976629514716
13,0.022453572440690833,0.6509437331759903
14,0.0377555155427635,0.1313840196954954
15,0.012629599036045868,0.20626750878051142
16,0.00992543417609796,0.5662888680158029
17,0.021412565194795133,0.08022226101305081
18,0.006612138539633987,0.07767554673190966
19,0.06711471418863563,0.0567362709111656
20,0.02902815113026136,0.07635507835449619
21,0.008977378240047074,0.20452105580343707
22,0.004826166645052806,0.4738143936121083
23,0.005980876664288785,0.12432540151024704
24,0.009209685718651531,0.39189626328498567
25,0.01921100687752354,0.08268902753789263
